CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
Famciclovir	Prestwick-1084	Famciclovir_Prestwick-1084	0.1271	0.1185	NA	NA	NA	NA	NA	NA
dosulepin	Erlotinib	dosulepin_Erlotinib	0.1271	0.1621	0.5061	0	0	0	0	NA
brompheniramine	Sunitinib	brompheniramine_Sunitinib	0.1271	0.2102	0.4964	0	0	0	0	NA
blebbistatin	Dasatinib	blebbistatin_Dasatinib	0.127	0.1283	0.5108	0	NA	NA	NA	NA
Famciclovir	ganciclovir	Famciclovir_ganciclovir	0.127	0.109	NA	0	0	0	NA	0.8
0225151-0000	Sunitinib	0225151-0000_Sunitinib	0.127	NA	0.5149	NA	NA	NA	NA	NA
Famciclovir	oxprenolol	Famciclovir_oxprenolol	0.127	0.1429	NA	0	NA	0	0	NA
corynanthine	Dasatinib	corynanthine_Dasatinib	0.127	0.1596	0.5027	0	NA	NA	NA	NA
5152487	Erlotinib	5152487_Erlotinib	0.127	0.1711	0.4958	NA	NA	NA	NA	NA
Dasatinib	lidoflazine	Dasatinib_lidoflazine	0.1269	0.1094	0.5182	0	NA	0	0	NA
(-)-atenolol	Dasatinib	(-)-atenolol_Dasatinib	0.1269	0.1964	0.4987	0	NA	0	0	NA
erythromycin	Famciclovir	erythromycin_Famciclovir	0.1269	0.1272	NA	0	0	0	0	0.4
disulfiram	Sunitinib	disulfiram_Sunitinib	0.1269	0.1166	0.5163	0	NA	0	0	NA
BCB000040	Dasatinib	BCB000040_Dasatinib	0.1269	0.1675	0.4967	NA	NA	NA	NA	NA
Erlotinib	nisoxetine	Erlotinib_nisoxetine	0.1269	0.1771	0.4986	0	NA	NA	NA	NA
Sunitinib	tolbutamide	Sunitinib_tolbutamide	0.1269	0.1793	0.5023	0	0	0	0	NA
Erlotinib	imipramine	Erlotinib_imipramine	0.1269	0.1623	0.5059	0	0	0	0	NA
Erlotinib	halcinonide	Erlotinib_halcinonide	0.1269	0.1874	0.5004	0	NA	0	0	NA
imipramine	Sunitinib	imipramine_Sunitinib	0.1268	0.1623	0.5059	0	0	0	0	NA
calmidazolium	Dasatinib	calmidazolium_Dasatinib	0.1268	0.0181	0.5462	0	NA	NA	NA	NA
Dasatinib	xylazine	Dasatinib_xylazine	0.1268	0.1243	0.5143	0	NA	0	0	NA
Famciclovir	meclozine	Famciclovir_meclozine	0.1268	0.1309	NA	0	NA	NA	NA	NA
calycanthine	Sunitinib	calycanthine_Sunitinib	0.1268	0.1796	0.498	0	NA	NA	NA	NA
piperine	Sunitinib	piperine_Sunitinib	0.1268	0.1733	0.4994	0	NA	NA	NA	NA
carcinine	Sunitinib	carcinine_Sunitinib	0.1268	0.1965	0.4943	0	NA	NA	NA	NA
betaxolol	Sunitinib	betaxolol_Sunitinib	0.1268	0.1669	0.5048	0	0	0	0	NA
N-acetyl-L-leucine	Sunitinib	N-acetyl-L-leucine_Sunitinib	0.1267	0.1656	0.5011	0	NA	NA	NA	NA
albendazole	Erlotinib	albendazole_Erlotinib	0.1267	0.1356	0.5115	0	NA	0	0	NA
cefalonium	Famciclovir	cefalonium_Famciclovir	0.1267	0.1421	NA	0	NA	0	0	NA
7-aminocephalosporanic acid	Sunitinib	7-aminocephalosporanic acid_Sunitinib	0.1267	0.2268	0.4882	0	NA	NA	NA	NA
quipazine	Sunitinib	quipazine_Sunitinib	0.1267	0.1367	0.5083	0	NA	NA	NA	NA
Dasatinib	etamsylate	Dasatinib_etamsylate	0.1266	0.1883	0.5	0	NA	0	0	NA
Famciclovir	lincomycin	Famciclovir_lincomycin	0.1266	0.1304	NA	0	NA	NA	NA	NA
dihydrostreptomycin	Famciclovir	dihydrostreptomycin_Famciclovir	0.1266	0.1401	NA	0	NA	0	0	0.6
Famciclovir	tetryzoline	Famciclovir_tetryzoline	0.1266	0.1258	NA	0	NA	0	0	0.4
Erlotinib	orphenadrine	Erlotinib_orphenadrine	0.1266	0.1779	0.5024	0	0	0	0	NA
Dasatinib	oxaprozin	Dasatinib_oxaprozin	0.1265	0.1261	0.5123	0	0	0	0.1667	NA
Dasatinib	Prestwick-981	Dasatinib_Prestwick-981	0.1265	0.109	0.5124	NA	NA	NA	NA	NA
Famciclovir	flutamide	Famciclovir_flutamide	0.1265	0.1429	NA	0	0	0	0	NA
Famciclovir	tiapride	Famciclovir_tiapride	0.1265	0.1415	NA	0	NA	0	0	NA
Erlotinib	piperidolate	Erlotinib_piperidolate	0.1265	0.1678	0.5044	0	0	0	0	NA
adiphenine	Famciclovir	adiphenine_Famciclovir	0.1265	0.1335	NA	0	0	0	NA	NA
Famciclovir	tropicamide	Famciclovir_tropicamide	0.1265	0.1265	NA	0	0	0	0	0.4
Famciclovir	guanethidine	Famciclovir_guanethidine	0.1265	0.133	NA	0	NA	0	NA	0.4
Erlotinib	MK-886	Erlotinib_MK-886	0.1265	0.1564	0.5031	0	NA	NA	NA	NA
Erlotinib	F0447-0125	Erlotinib_F0447-0125	0.1265	NA	0.5145	NA	NA	NA	NA	NA
R-atenolol	Sunitinib	R-atenolol_Sunitinib	0.1264	0.1755	0.4986	0	NA	NA	NA	NA
oxetacaine	Sunitinib	oxetacaine_Sunitinib	0.1264	0.1539	0.5074	0	0	0	0	NA
Dasatinib	lactobionic acid	Dasatinib_lactobionic acid	0.1264	0.1548	0.5035	0	NA	NA	NA	NA
diperodon	Erlotinib	diperodon_Erlotinib	0.1264	0.1407	0.507	0	NA	NA	NA	NA
benzocaine	Famciclovir	benzocaine_Famciclovir	0.1264	0.1332	NA	0	0	0	NA	NA
Famciclovir	sulpiride	Famciclovir_sulpiride	0.1263	0.1422	NA	0	0	0	0	NA
risperidone	Sunitinib	risperidone_Sunitinib	0.1263	0.1713	0.5035	0	0	0	0	NA
Famciclovir	ketorolac	Famciclovir_ketorolac	0.1263	0.1253	NA	0	NA	0	0	0.4
3-acetylcoumarin	Erlotinib	3-acetylcoumarin_Erlotinib	0.1263	0.1599	0.5021	0	NA	NA	NA	NA
buflomedil	Famciclovir	buflomedil_Famciclovir	0.1262	0.1316	NA	0	NA	0	NA	NA
propoxycaine	Sunitinib	propoxycaine_Sunitinib	0.1262	0.1869	0.5	0	NA	0	0	NA
Dasatinib	oxybuprocaine	Dasatinib_oxybuprocaine	0.1262	0.1228	0.5146	0	0	0	0	NA
dirithromycin	Sunitinib	dirithromycin_Sunitinib	0.1262	0.1265	0.5134	0	NA	0	0	NA
Sunitinib	ticlopidine	Sunitinib_ticlopidine	0.1262	0.1039	0.5195	0	0	0	0	NA
butoconazole	Erlotinib	butoconazole_Erlotinib	0.1262	0.0388	0.5391	0	0	0	0	NA
loracarbef	Sunitinib	loracarbef_Sunitinib	0.1262	0.2259	0.4929	0	0	0	0	NA
cycloserine	Famciclovir	cycloserine_Famciclovir	0.1262	0.1133	NA	0	NA	0	0	0.2
coralyne	Famciclovir	coralyne_Famciclovir	0.1261	0.1289	NA	0	NA	NA	NA	NA
Famciclovir	telenzepine	Famciclovir_telenzepine	0.1261	0.1289	NA	0	NA	NA	NA	NA
Famciclovir	flurbiprofen	Famciclovir_flurbiprofen	0.1261	0.1259	NA	0	0	0	0	0.4
phenanthridinone	Sunitinib	phenanthridinone_Sunitinib	0.1261	0.1406	0.5068	0	NA	NA	NA	NA
Dasatinib	sulpiride	Dasatinib_sulpiride	0.1261	0.1452	0.5091	0	0	0	0	NA
Famciclovir	loxapine	Famciclovir_loxapine	0.1261	0.1401	NA	0	NA	0	0	NA
Erlotinib	nomifensine	Erlotinib_nomifensine	0.126	0.1873	0.5001	0	0	0	0	NA
flumetasone	Sunitinib	flumetasone_Sunitinib	0.126	0.1567	0.5062	0	NA	0	0	NA
Dasatinib	vanoxerine	Dasatinib_vanoxerine	0.126	0.1306	0.5094	0	NA	NA	NA	NA
Famciclovir	lobelanidine	Famciclovir_lobelanidine	0.126	0.1286	NA	0	NA	NA	NA	NA
Dasatinib	terguride	Dasatinib_terguride	0.126	0.1742	0.4985	0	NA	NA	NA	NA
Famciclovir	rimexolone	Famciclovir_rimexolone	0.126	0.1248	NA	0	NA	0	0	0.4
nicotinic acid	Sunitinib	nicotinic acid_Sunitinib	0.126	0.1886	0.4995	0	NA	0	0	NA
butoconazole	Sunitinib	butoconazole_Sunitinib	0.126	0.0713	0.5286	0	0	0	0	NA
etofylline	Famciclovir	etofylline_Famciclovir	0.126	0.1308	NA	0	NA	0	NA	NA
doxorubicin	Famciclovir	doxorubicin_Famciclovir	0.126	0.132	NA	0	0	0	NA	NA
atovaquone	Famciclovir	atovaquone_Famciclovir	0.126	0.1308	NA	0	NA	0	NA	NA
Erlotinib	meptazinol	Erlotinib_meptazinol	0.126	0.2197	0.4935	0	NA	0	0	NA
Famciclovir	lorglumide	Famciclovir_lorglumide	0.126	0.1284	NA	0	NA	NA	NA	NA
Famciclovir	hydroxyzine	Famciclovir_hydroxyzine	0.1259	0.1407	NA	0	0	0	0	NA
Erlotinib	nocodazole	Erlotinib_nocodazole	0.1258	0.1332	0.5114	0	NA	0	0	NA
Dasatinib	triamterene	Dasatinib_triamterene	0.1258	0.1184	0.5151	0	NA	0	0	NA
Dasatinib	simvastatin	Dasatinib_simvastatin	0.1258	0.093	0.5222	0	0	0	0	NA
clioquinol	Dasatinib	clioquinol_Dasatinib	0.1258	0.0675	0.5293	0	NA	0	0	NA
physostigmine	Sunitinib	physostigmine_Sunitinib	0.1258	0.1916	0.499	0	0	0	0	NA
F0447-0125	Sunitinib	F0447-0125_Sunitinib	0.1258	NA	0.514	NA	NA	NA	NA	NA
depudecin	Famciclovir	depudecin_Famciclovir	0.1258	0.1279	NA	0	NA	NA	NA	NA
Famciclovir	fosfosal	Famciclovir_fosfosal	0.1258	0.1303	NA	0	NA	0	NA	NA
BCB000040	Famciclovir	BCB000040_Famciclovir	0.1258	0.1148	NA	NA	NA	NA	NA	NA
cinchonidine	Erlotinib	cinchonidine_Erlotinib	0.1258	0.1728	0.4986	0	NA	NA	NA	NA
Erlotinib	nialamide	Erlotinib_nialamide	0.1257	0.2267	0.4921	0	NA	0	0	NA
adenosine phosphate	Famciclovir	adenosine phosphate_Famciclovir	0.1257	0.1278	NA	0	NA	NA	NA	NA
Famciclovir	naloxone	Famciclovir_naloxone	0.1257	0.1402	NA	0	0	0	0	NA
napelline	Sunitinib	napelline_Sunitinib	0.1257	0.1288	0.5097	0	NA	NA	NA	NA
nizatidine	Sunitinib	nizatidine_Sunitinib	0.1257	0.2247	0.4927	0	0	0	0	NA
Dasatinib	nialamide	Dasatinib_nialamide	0.1256	0.1947	0.498	0	NA	0	0	NA
Dasatinib	fendiline	Dasatinib_fendiline	0.1256	0.0984	0.5202	0	NA	0	0	NA
Dasatinib	dequalinium chloride	Dasatinib_dequalinium chloride	0.1256	0.096	0.5209	0	NA	0	0	NA
iopanoic acid	Sunitinib	iopanoic acid_Sunitinib	0.1256	0.1667	0.5037	0	NA	0	0	NA
fludrocortisone	Sunitinib	fludrocortisone_Sunitinib	0.1256	0.1872	0.4997	0	0	0	0	NA
orphenadrine	Sunitinib	orphenadrine_Sunitinib	0.1256	0.1309	0.5121	0	0	0	0	NA
Famciclovir	fenofibrate	Famciclovir_fenofibrate	0.1256	0.1398	NA	0	0	0	0	NA
Sunitinib	tolnaftate	Sunitinib_tolnaftate	0.1256	0.1436	0.5091	0	0	0	0	NA
Erlotinib	harmaline	Erlotinib_harmaline	0.1256	0.2009	0.4923	0	NA	NA	NA	NA
promethazine	Sunitinib	promethazine_Sunitinib	0.1256	0.114	0.5164	0	0	0	0	NA
clozapine	Sunitinib	clozapine_Sunitinib	0.1256	0.1011	0.5198	0	0	0	0	NA
5182598	Sunitinib	5182598_Sunitinib	0.1256	0.1314	0.505	NA	NA	NA	NA	NA
Erlotinib	penbutolol	Erlotinib_penbutolol	0.1256	0.108	0.5176	0	NA	0	0	NA
cefixime	Dasatinib	cefixime_Dasatinib	0.1256	0.173	0.5026	0	0	0	0	NA
Famciclovir	pivampicillin	Famciclovir_pivampicillin	0.1255	0.1129	NA	0	0	0	0	0.2
Famciclovir	gliquidone	Famciclovir_gliquidone	0.1255	0.1383	NA	0	NA	0	0	NA
Dasatinib	halofantrine	Dasatinib_halofantrine	0.1255	0.1243	0.5137	0	0	0	0	NA
Famciclovir	mometasone	Famciclovir_mometasone	0.1255	0.1383	NA	0	NA	0	0	NA
Dasatinib	mebendazole	Dasatinib_mebendazole	0.1255	0.148	0.5077	0	NA	0	0	NA
clobetasol	Erlotinib	clobetasol_Erlotinib	0.1255	0.1424	0.509	0	NA	0	0	NA
clofilium tosylate	Dasatinib	clofilium tosylate_Dasatinib	0.1254	0.0995	0.518	0	NA	NA	NA	NA
5162773	Dasatinib	5162773_Dasatinib	0.1254	0.1637	0.4962	NA	NA	NA	NA	NA
5109870	Dasatinib	5109870_Dasatinib	0.1254	NA	0.5137	NA	NA	NA	NA	NA
(-)-catechin	Famciclovir	(-)-catechin_Famciclovir	0.1254	0.1269	NA	0	NA	NA	NA	NA
etiocholanolone	Famciclovir	etiocholanolone_Famciclovir	0.1254	0.1269	NA	0	NA	NA	NA	NA
simvastatin	Sunitinib	simvastatin_Sunitinib	0.1254	0.0904	0.5227	0	0	0	0	NA
etifenin	Famciclovir	etifenin_Famciclovir	0.1254	0.1293	NA	0	NA	0	NA	NA
Dasatinib	naftopidil	Dasatinib_naftopidil	0.1254	0.1049	0.5163	0	NA	NA	NA	NA
Dasatinib	fluoxetine	Dasatinib_fluoxetine	0.1254	0.0931	0.5219	0	0	0	0	NA
cisapride	Famciclovir	cisapride_Famciclovir	0.1254	0.1391	NA	0	0	0	0	NA
amitriptyline	Sunitinib	amitriptyline_Sunitinib	0.1254	0.1061	0.5183	0	0	0	0	NA
Famciclovir	naftopidil	Famciclovir_naftopidil	0.1254	0.1267	NA	0	NA	NA	NA	NA
Dasatinib	metoclopramide	Dasatinib_metoclopramide	0.1253	0.1652	0.5001	0	NA	NA	NA	NA
Erlotinib	sitosterol	Erlotinib_sitosterol	0.1253	0.2122	0.4944	0	NA	0	0	NA
Famciclovir	puromycin	Famciclovir_puromycin	0.1253	0.129	NA	0	NA	0	NA	NA
Famciclovir	flunixin	Famciclovir_flunixin	0.1253	0.129	NA	0	NA	0	NA	NA
Dasatinib	monensin	Dasatinib_monensin	0.1253	0.0288	0.5416	0	NA	NA	NA	NA
PHA-00851261E	Sunitinib	PHA-00851261E_Sunitinib	0.1253	NA	0.5136	NA	NA	NA	NA	NA
alfadolone	Dasatinib	alfadolone_Dasatinib	0.1253	0.1527	0.5031	0	NA	NA	NA	NA
meclofenoxate	Sunitinib	meclofenoxate_Sunitinib	0.1253	0.1216	0.5139	0	NA	0	0	NA
Dasatinib	nimesulide	Dasatinib_nimesulide	0.1253	0.141	0.5091	0	NA	0	0	NA
Famciclovir	prednisolone	Famciclovir_prednisolone	0.1252	0.1158	NA	0	0	0	0	0.3
Sunitinib	tiaprofenic acid	Sunitinib_tiaprofenic acid	0.1252	0.167	0.5036	0	0	0	0	NA
edrophonium chloride	Erlotinib	edrophonium chloride_Erlotinib	0.1252	0.2089	0.4952	0	0	0	0	NA
Famciclovir	imidurea	Famciclovir_imidurea	0.1252	0.116	NA	NA	NA	0	NA	NA
mebeverine	Sunitinib	mebeverine_Sunitinib	0.1252	0.1464	0.5079	0	NA	0	0	NA
Dasatinib	Prestwick-984	Dasatinib_Prestwick-984	0.1252	0.1517	0.4991	NA	NA	NA	NA	NA
Erlotinib	mianserin	Erlotinib_mianserin	0.1252	0.1806	0.5007	0	0	0	0	NA
Dasatinib	Famciclovir	Dasatinib_Famciclovir	0.1252	0.1385	NA	0	0	0	0	NA
Erlotinib	isoxsuprine	Erlotinib_isoxsuprine	0.1252	0.1828	0.5	0	NA	0	0	NA
Erlotinib	fipexide	Erlotinib_fipexide	0.1252	0.1334	0.508	0	NA	NA	NA	NA
racecadotril	Sunitinib	racecadotril_Sunitinib	0.1252	0.2103	0.4946	0	NA	0	0	NA
hydroflumethiazide	Sunitinib	hydroflumethiazide_Sunitinib	0.1252	0.1246	0.5133	0	0	0	0	NA
Famciclovir	levocabastine	Famciclovir_levocabastine	0.1252	0.1242	NA	0	0	0	0	0.4
citalopram	Erlotinib	citalopram_Erlotinib	0.1251	0.1774	0.5013	0	0	0	0	NA
Famciclovir	penbutolol	Famciclovir_penbutolol	0.1251	0.137	NA	0	NA	0	0	NA
cefmetazole	Famciclovir	cefmetazole_Famciclovir	0.1251	0.1121	NA	0	0	0	0	0.2
Erlotinib	etofenamate	Erlotinib_etofenamate	0.1251	0.1656	0.5035	0	NA	0	0	NA
Dasatinib	metergoline	Dasatinib_metergoline	0.1251	0.0144	0.5463	0	NA	0	0	NA
Erlotinib	ethosuximide	Erlotinib_ethosuximide	0.1251	0.1362	0.5073	0	0	0	0.1667	NA
epitiostanol	Famciclovir	epitiostanol_Famciclovir	0.1251	0.1295	NA	0	0	0	NA	NA
bepridil	Dasatinib	bepridil_Dasatinib	0.125	0.0812	0.5268	0	0	0	0.125	NA
gentamicin	Sunitinib	gentamicin_Sunitinib	0.125	0.1906	0.4986	0	0	0	0	NA
ampyrone	Famciclovir	ampyrone_Famciclovir	0.125	0.1257	NA	0	NA	NA	NA	NA
Erlotinib	iproniazid	Erlotinib_iproniazid	0.125	0.1767	0.5014	0	0	0	0	NA
amylocaine	Erlotinib	amylocaine_Erlotinib	0.125	0.1825	0.5002	0	0	0	0	NA
ketoprofen	Sunitinib	ketoprofen_Sunitinib	0.125	0.159	0.5022	0	0	0	0.25	NA
Famciclovir	trapidil	Famciclovir_trapidil	0.125	0.1365	NA	0	NA	0	0	NA
Sunitinib	trazodone	Sunitinib_trazodone	0.125	0.1246	0.5132	0	0	0	0	NA
calycanthine	Famciclovir	calycanthine_Famciclovir	0.125	0.1256	NA	0	NA	NA	NA	NA
Erlotinib	flunarizine	Erlotinib_flunarizine	0.1249	0.1024	0.5205	0	0	0	0.1667	NA
Famciclovir	iopromide	Famciclovir_iopromide	0.1249	0.1279	NA	0	NA	0	NA	NA
Dasatinib	flunixin	Dasatinib_flunixin	0.1249	0.0825	0.5243	0	NA	0	0	NA
brompheniramine	Famciclovir	brompheniramine_Famciclovir	0.1249	0.1376	NA	0	0	0	0	NA
spectinomycin	Sunitinib	spectinomycin_Sunitinib	0.1249	0.1785	0.4966	0	NA	NA	NA	NA
Sunitinib	triamterene	Sunitinib_triamterene	0.1249	0.1033	0.5184	0	NA	0	0	NA
Famciclovir	ioxaglic acid	Famciclovir_ioxaglic acid	0.1249	0.1278	NA	0	NA	0	NA	NA
harmaline	Sunitinib	harmaline_Sunitinib	0.1249	0.1637	0.5	0	NA	NA	NA	NA
Erlotinib	Prestwick-682	Erlotinib_Prestwick-682	0.1248	0.1536	0.4982	NA	NA	NA	NA	NA
Famciclovir	nifuroxazide	Famciclovir_nifuroxazide	0.1248	0.1277	NA	0	NA	0	NA	NA
Erlotinib	quipazine	Erlotinib_quipazine	0.1248	0.1457	0.5045	0	NA	NA	NA	NA
Dasatinib	rotenone	Dasatinib_rotenone	0.1248	0.1502	0.5033	0	NA	NA	NA	NA
chrysin	Sunitinib	chrysin_Sunitinib	0.1248	0.093	0.5195	0	NA	NA	NA	NA
Dasatinib	nizatidine	Dasatinib_nizatidine	0.1248	0.1884	0.4988	0	0	0	0	NA
riboflavin	Sunitinib	riboflavin_Sunitinib	0.1248	0.1791	0.5004	0	NA	0	0	NA
Dasatinib	fisetin	Dasatinib_fisetin	0.1248	0.0649	0.5286	0	NA	NA	NA	NA
5255229	Dasatinib	5255229_Dasatinib	0.1248	0.1588	0.4968	NA	NA	NA	NA	NA
ethosuximide	Famciclovir	ethosuximide_Famciclovir	0.1247	0.1371	NA	0	0	0	0	NA
Famciclovir	fluvastatin	Famciclovir_fluvastatin	0.1247	0.1371	NA	0	0	0	0	NA
doxazosin	Sunitinib	doxazosin_Sunitinib	0.1247	0.1624	0.5042	0	0	0	0	NA
0316684-0000	Dasatinib	0316684-0000_Dasatinib	0.1247	NA	0.5131	NA	NA	NA	NA	NA
bambuterol	Sunitinib	bambuterol_Sunitinib	0.1247	0.1834	0.4994	0	NA	0	0	NA
chloroquine	Sunitinib	chloroquine_Sunitinib	0.1247	0.1667	0.5032	0	0	0	0	NA
alexidine	Famciclovir	alexidine_Famciclovir	0.1247	0.1272	NA	0	NA	0	NA	NA
Famciclovir	mebendazole	Famciclovir_mebendazole	0.1246	0.1272	NA	0	NA	0	NA	NA
Famciclovir	ranitidine	Famciclovir_ranitidine	0.1246	0.1367	NA	0	0	0	0	NA
levopropoxyphene	Sunitinib	levopropoxyphene_Sunitinib	0.1246	0.1991	0.4918	0	NA	NA	NA	NA
4-hydroxyphenazone	Sunitinib	4-hydroxyphenazone_Sunitinib	0.1246	0.1385	0.5062	0	NA	NA	NA	NA
Famciclovir	fenoterol	Famciclovir_fenoterol	0.1246	0.1353	NA	0	NA	0	0	NA
etilefrine	Sunitinib	etilefrine_Sunitinib	0.1246	0.2063	0.4949	0	NA	0	0	NA
cefadroxil	Sunitinib	cefadroxil_Sunitinib	0.1246	0.1629	0.5039	0	0	0	0	NA
oxantel	Sunitinib	oxantel_Sunitinib	0.1246	0.1827	0.4995	0	NA	0	0	NA
ethoxyquin	Famciclovir	ethoxyquin_Famciclovir	0.1245	0.1244	NA	0	NA	NA	NA	NA
Famciclovir	SB-203580	Famciclovir_SB-203580	0.1245	0.1244	NA	0	NA	NA	NA	NA
Famciclovir	halcinonide	Famciclovir_halcinonide	0.1245	0.1269	NA	0	NA	0	NA	NA
homosalate	Sunitinib	homosalate_Sunitinib	0.1245	0.2212	0.4921	0	NA	0	0	NA
Erlotinib	midecamycin	Erlotinib_midecamycin	0.1245	0.1316	0.5111	0	0	0	0	NA
Dasatinib	MK-886	Dasatinib_MK-886	0.1245	0.1571	0.5013	0	NA	NA	NA	NA
bezafibrate	Famciclovir	bezafibrate_Famciclovir	0.1245	0.1362	NA	0	0	0	0	NA
desipramine	Erlotinib	desipramine_Erlotinib	0.1245	0.0668	0.529	0	0	0	0	NA
cefuroxime	Erlotinib	cefuroxime_Erlotinib	0.1244	0.1791	0.5004	0	0	0	0	NA
Dasatinib	santonin	Dasatinib_santonin	0.1244	0.1862	0.4987	0	NA	0	0	NA
pipemidic acid	Sunitinib	pipemidic acid_Sunitinib	0.1244	0.1974	0.4968	0	0	0	0	NA
Dasatinib	risperidone	Dasatinib_risperidone	0.1244	0.241	0.4888	0	0	0	0	NA
Famciclovir	thalidomide	Famciclovir_thalidomide	0.1244	0.1277	NA	0	0	0	NA	NA
Famciclovir	monorden	Famciclovir_monorden	0.1244	0.124	NA	0	NA	NA	NA	NA
aminohippuric acid	Sunitinib	aminohippuric acid_Sunitinib	0.1244	0.1667	0.5027	0	NA	0	0	NA
12,13-EODE	Sunitinib	12,13-EODE_Sunitinib	0.1244	0.172	0.4931	NA	NA	NA	NA	NA
Dasatinib	zomepirac	Dasatinib_zomepirac	0.1244	0.1599	0.5005	0	NA	NA	NA	NA
Sunitinib	tubocurarine chloride	Sunitinib_tubocurarine chloride	0.1243	0.1692	0.5024	0	0	0	0	NA
Famciclovir	trifluridine	Famciclovir_trifluridine	0.1243	0.0938	NA	0	0	0	NA	0.8
4,5-dianilinophthalimide	Sunitinib	4,5-dianilinophthalimide_Sunitinib	0.1243	0.1566	0.5012	0	NA	NA	NA	NA
dinoprost	Erlotinib	dinoprost_Erlotinib	0.1243	0.182	0.4953	0	NA	NA	NA	NA
aminocaproic acid	Erlotinib	aminocaproic acid_Erlotinib	0.1243	0.2031	0.4952	0	NA	0	0	NA
diethylstilbestrol	Sunitinib	diethylstilbestrol_Sunitinib	0.1243	0.1646	0.4875	0	0	0	0	0.2
albendazole	Sunitinib	albendazole_Sunitinib	0.1243	0.1224	0.5129	0	NA	0	0	NA
bromopride	Erlotinib	bromopride_Erlotinib	0.1243	0.1561	0.5049	0	NA	0	0	NA
butirosin	Sunitinib	butirosin_Sunitinib	0.1242	0.1894	0.4979	0	NA	0	0	NA
Erlotinib	gibberellic acid	Erlotinib_gibberellic acid	0.1242	0.1868	0.4941	0	NA	NA	NA	NA
Prestwick-857	Sunitinib	Prestwick-857_Sunitinib	0.1242	0.1365	0.5023	NA	NA	NA	NA	NA
Famciclovir	hydrastinine	Famciclovir_hydrastinine	0.1242	0.1235	NA	0	NA	NA	NA	NA
(+~-)-catechin	Sunitinib	(+~-)-catechin_Sunitinib	0.1242	0.1106	NA	NA	NA	NA	NA	NA
Erlotinib	trazodone	Erlotinib_trazodone	0.1242	0.1298	0.5113	0	0	0	0	NA
halcinonide	Sunitinib	halcinonide_Sunitinib	0.1242	0.156	0.5048	0	NA	0	0	NA
Famciclovir	serotonin	Famciclovir_serotonin	0.1242	0.1234	NA	0	NA	NA	NA	NA
Famciclovir	repaglinide	Famciclovir_repaglinide	0.1242	0.1352	NA	0	0	0	0	NA
Erlotinib	loxapine	Erlotinib_loxapine	0.1241	0.1802	0.4997	0	NA	0	0	NA
Erlotinib	karakoline	Erlotinib_karakoline	0.1241	0.1606	0.5001	0	NA	NA	NA	NA
Famciclovir	moroxydine	Famciclovir_moroxydine	0.1241	0.1232	NA	0	NA	NA	NA	NA
Famciclovir	terconazole	Famciclovir_terconazole	0.1241	0.135	NA	0	0	0	0	NA
Famciclovir	IC-86621	Famciclovir_IC-86621	0.1241	0.1103	NA	NA	NA	NA	NA	NA
Dasatinib	sulmazole	Dasatinib_sulmazole	0.1241	0.1543	0.5016	0	NA	NA	NA	NA
Famciclovir	fluticasone	Famciclovir_fluticasone	0.1241	0.1348	NA	0	0	0	0	NA
Erlotinib	xylazine	Erlotinib_xylazine	0.124	0.1133	0.5151	0	NA	0	0	NA
ceftazidime	Dasatinib	ceftazidime_Dasatinib	0.124	0.1735	0.5012	0	0	0	0	NA
Dasatinib	racecadotril	Dasatinib_racecadotril	0.124	0.2417	0.488	0	NA	0	0	NA
Erlotinib	meglumine	Erlotinib_meglumine	0.1239	0.186	0.4983	0	NA	0	0	NA
Famciclovir	papaverine	Famciclovir_papaverine	0.1239	0.1332	NA	0	NA	0	0	NA
eldeline	Erlotinib	eldeline_Erlotinib	0.1239	0.151	0.5023	0	NA	NA	NA	NA
kinetin	Sunitinib	kinetin_Sunitinib	0.1239	0.1348	0.5066	0	NA	NA	NA	NA
Dasatinib	riboflavin	Dasatinib_riboflavin	0.1239	0.1943	0.4966	0	NA	0	0	NA
Dasatinib	isoconazole	Dasatinib_isoconazole	0.1239	0.1044	0.5177	0	0	0	0	NA
Famciclovir	galantamine	Famciclovir_galantamine	0.1239	0.1343	NA	0	0	0	0	NA
0198306-0000	Sunitinib	0198306-0000_Sunitinib	0.1239	0.1026	0.5122	NA	NA	NA	NA	NA
Erlotinib	niflumic acid	Erlotinib_niflumic acid	0.1239	0.1686	0.5019	0	NA	0	0	NA
fipexide	Sunitinib	fipexide_Sunitinib	0.1239	0.1449	0.5039	0	NA	NA	NA	NA
Dasatinib	salsolinol	Dasatinib_salsolinol	0.1238	0.1564	0.5009	0	NA	NA	NA	NA
etodolac	Famciclovir	etodolac_Famciclovir	0.1238	0.1341	NA	0	0	0	0	NA
citiolone	Dasatinib	citiolone_Dasatinib	0.1238	0.1942	0.4965	0	NA	0	0	NA
4-hydroxyphenazone	Dasatinib	4-hydroxyphenazone_Dasatinib	0.1238	0.135	0.5064	0	NA	NA	NA	NA
Erlotinib	lobeline	Erlotinib_lobeline	0.1238	0.135	0.5094	0	NA	0	0	NA
clorsulon	Sunitinib	clorsulon_Sunitinib	0.1237	0.2048	0.4945	0	NA	0	0	NA
chlortalidone	Erlotinib	chlortalidone_Erlotinib	0.1237	0.1921	0.4972	0	0	0	0	NA
